taxpayer_type,mailing_city,mailing_province,province,city_municipality,barangay,property_type,class_code,zoning_classification,land_use,unit_no,lot_area_sqm,assessment_level,tax_rate,tax_amount,assessment_year,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment,due_month,due_quarter,log_outstanding_balance
Individual,Kapalong,Davao Del Norte,Davao De Oro,Monkayo,Casoon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,127,0.2,0.0117,1371.91,2021,17,8,3,2,74.0,1294.98,5.67,1,9.0,3.0,7.167022444694378
Individual,Maco,Davao De Oro,Davao Del Sur,City of Davao,Pandaitan,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 07A,81,0.25,0.0152,5585.26,2024,4,4,1,1,43.3,3217.78,39.69,1,12.0,4.0,8.076757684756961
Company,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Subasta,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,320,0.5,0.0165,38927.23,2023,19,8,3,1,42.4,30831.84,46.69,1,12.0,4.0,10.336335634704405
Individual,Maco,Davao De Oro,Davao Del Sur,City of Davao,Lizada,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,267,0.2,0.0114,2878.28,2022,16,8,3,1,53.1,1926.06,38.29,1,12.0,4.0,7.563750804411214
Individual,Bansalan,Davao Del Sur,Davao De Oro,New Bataan,Batinao,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1600,0.4,0.0131,13772.93,2021,18,8,1,1,26.8,6304.99,77.27,0,9.0,3.0,8.74925525431244
Company,Sulop,Davao Del Sur,Davao Del Sur,City of Davao,Crossing Bayabas,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,477,0.4,0.0163,10271.38,2023,11,8,1,0,16.8,1600.15,79.57,0,6.0,2.0,7.3784774000507936
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dacudao,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,206,0.2,0.0132,4692.76,2023,20,8,3,2,103.7,5228.53,5.0,1,3.0,1.0,8.562076686863977
Individual,City of Davao,Davao Del Sur,Davao Oriental,Tarragona,Limot,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,355,0.5,0.015,52791.29,2024,12,8,3,1,43.2,39204.81,32.9,1,12.0,4.0,10.576580229081616
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,Binasbas,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 23D,43,0.25,0.0144,2596.51,2024,10,8,4,2,101.6,2739.86,5.0,1,12.0,4.0,7.916027018748806
Individual,City of Mati,Davao Oriental,Davao Del Norte,Island Garden City of Samal,Mambago-A,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,289,0.2,0.0125,3394.4,2024,5,5,1,1,30.2,1691.97,63.85,0,12.0,4.0,7.434239661952507
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,Macopa,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,208,0.2,0.0111,2336.74,2024,20,8,3,1,53.2,1477.88,30.68,0,3.0,1.0,7.299040323516468
Individual,Caraga,Davao Oriental,Davao Del Sur,City of Davao,Wilfredo Aquino,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,269,0.2,0.014,5996.82,2023,12,8,1,1,24.6,3336.25,65.21,0,9.0,3.0,8.112902393535842
Individual,Santa Maria,Davao Occidental,Davao Del Sur,City of Davao,Barangay 27-C (Pob.),Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,407,0.45,0.0153,48414.14,2023,17,8,1,1,30.0,30508.74,78.48,0,9.0,3.0,10.325801255878272
Individual,City of Mati,Davao Oriental,Davao Oriental,Cateel,Abijod,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,2061,0.5,0.0164,98035.75,2024,7,7,2,1,31.4,66169.4,68.05,0,,,11.099988512023348
Individual,Island Garden City of Samal,Davao Del Norte,Davao Occidental,Sarangani,Camalig,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,707,0.2,0.0105,7592.56,2022,12,8,1,1,34.0,3677.37,71.57,0,,,8.21022499825578
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tugbok (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,278,0.2,0.0114,3007.59,2021,18,8,1,1,29.7,1922.79,65.55,0,,,7.562052477659471
Individual,Santa Maria,Davao Occidental,Davao Occidental,Don Marcelino,Kinanga,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2889,0.4,0.0129,27002.07,2023,18,8,3,1,53.5,16718.69,39.91,0,9.0,3.0,9.724342345796956
Company,Carmen,Davao Del Norte,Davao Del Sur,City of Davao,Baganihan,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,428,0.45,0.0142,46921.98,2022,16,8,2,0,26.9,15099.2,87.0,0,3.0,1.0,9.622463267748413
Company,Hagonoy,Davao Del Sur,Davao Occidental,Santa Maria,San Pedro,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,689,0.5,0.0145,52025.22,2021,4,5,1,1,26.8,21679.04,60.38,0,9.0,3.0,9.984147300570331
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Kiblawan,Waterfall,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,261,0.2,0.0109,3915.54,2022,3,4,2,1,36.0,2016.26,42.33,1,3.0,1.0,7.6094954339601015
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Suawan (Tuli),Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,960,0.5,0.0154,56408.36,2022,14,8,2,1,37.8,41385.88,43.39,1,3.0,1.0,10.630719201374825
Individual,Don Marcelino,Davao Occidental,Davao Del Sur,City of Davao,Waan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4555,0.4,0.0126,62249.84,2023,3,2,1,1,51.2,27139.21,57.54,1,6.0,2.0,10.20877167101552
Individual,Matanao,Davao Del Sur,Davao Del Norte,Carmen,Tuganay,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,307,0.2,0.012,1566.65,2021,3,3,1,0,13.5,505.5,80.61,0,6.0,2.0,6.227524323688738
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bato,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3885,0.4,0.0124,46663.27,2023,11,8,1,1,34.6,27172.28,78.19,0,12.0,4.0,10.209989416518033
Individual,City of Davao,Davao Del Sur,Davao De Oro,Mabini,Cadunan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,177,0.2,0.0135,3699.34,2023,18,8,4,2,100.8,4005.75,5.0,1,6.0,2.0,8.295735717873685
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Santo Niño,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,166,0.2,0.0107,1053.51,2021,13,8,3,1,53.9,764.04,34.2,1,3.0,1.0,6.639928120041287
Company,City of Davao,Davao Del Sur,Davao Oriental,Governor Generoso,Oregon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,227,0.2,0.0122,3208.53,2024,18,8,2,1,52.3,2269.92,34.2,0,3.0,1.0,7.727940314712734
Individual,Malalag,Davao Del Sur,Davao Del Sur,City of Davao,Malagos,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,254,0.2,0.0135,4790.92,2023,17,8,2,1,40.6,3075.76,48.34,0,,,8.031632374229988
Individual,Carmen,Davao Del Norte,Davao Occidental,Santa Maria,Pongpong,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 09C,32,0.25,0.0135,1647.33,2023,20,8,2,1,32.2,1182.86,59.25,0,9.0,3.0,7.076535565209424
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 28-C (Pob.),Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,2033,0.5,0.0146,198397.43,2024,15,8,1,1,31.0,124952.69,63.82,0,12.0,4.0,11.735698467639768
Individual,Maco,Davao De Oro,Davao Del Sur,BANSALAN,Union,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,421,0.45,0.0132,35679.06,2021,11,8,5,2,90.1,39298.13,5.0,1,6.0,2.0,10.578957660207736
Individual,Caraga,Davao Oriental,Davao Del Sur,City of Davao,Barangay 29-C (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,258,0.2,0.0143,6624.11,2023,12,8,1,0,17.5,682.35,77.88,0,12.0,4.0,6.5270071734108095
Company,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Mabuhay,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,995,0.5,0.0142,47267.29,2023,3,4,1,1,26.5,21123.23,63.28,0,12.0,4.0,9.958176001856925
Individual,Kiblawan,Davao Del Sur,Davao Del Sur,City of Davao,Lapu-lapu,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,149,0.2,0.014,4208.29,2023,9,8,3,2,75.7,4400.56,5.0,1,6.0,2.0,8.38971430252451
Individual,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,"Don Salvador Lopez, Sr.",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,831,0.2,0.0105,6509.92,2021,1,2,2,0,41.7,1337.73,60.83,0,,,7.1994766823413086
Individual,Don Marcelino,Davao Occidental,Davao Del Sur,City of Davao,Salaysay,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,543,0.2,0.0127,3957.53,2024,21,8,4,2,98.7,4294.63,5.0,1,3.0,1.0,8.365353505850166
Individual,Hagonoy,Davao Del Sur,Davao Del Sur,City of Davao,Wilfredo Aquino,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,317,0.2,0.0114,3768.72,2023,19,8,3,1,54.9,2888.4,39.39,1,12.0,4.0,7.968804147095281
Individual,Maco,Davao De Oro,Davao Del Sur,City of Digos,Aplaya,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,180,0.2,0.0141,4588.04,2021,14,8,3,1,46.8,3081.05,34.41,0,6.0,2.0,8.033350238980134
Individual,Asuncion,Davao Del Norte,Davao Occidental,Malita,Bolila,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,175,0.2,0.0122,1702.15,2024,11,8,2,1,53.0,1104.95,50.33,0,6.0,2.0,7.008459973103769
Company,Asuncion,Davao Del Norte,Davao Oriental,City of Mati,Danao,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,321,0.2,0.0108,3167.53,2023,4,5,1,1,35.9,1436.85,52.02,0,6.0,2.0,7.2709042212963535
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Ubalde,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,155,0.2,0.0116,3162.58,2021,1,1,1,0,41.4,1029.02,39.86,1,9.0,3.0,6.937333498510893
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dominga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,211,0.2,0.0109,2208.64,2022,7,7,2,1,37.2,1614.57,47.78,0,6.0,2.0,7.3874431145641415
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Norte,City of Tagum,Madaum,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,186,0.2,0.0118,4081.28,2023,3,4,2,1,58.2,2580.86,28.59,1,12.0,4.0,7.856265348402853
Individual,City of Tagum,Davao Del Norte,Davao Del Sur,City of Davao,Mulig,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,172,0.2,0.0108,1684.16,2023,20,8,5,1,73.2,1416.65,14.71,1,6.0,2.0,7.256755850109175
Individual,Nabunturan,Davao De Oro,Davao De Oro,Montevista,San Vicente,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,305,0.2,0.0122,5791.03,2023,14,8,5,1,77.7,4687.55,5.0,1,12.0,4.0,8.452878645194412
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dalagdag,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,763,0.4,0.0157,27286.03,2022,13,8,3,1,89.2,20182.76,5.43,1,3.0,1.0,9.91263359964378
Individual,Monkayo,Davao De Oro,Davao Oriental,Manay,San Fermin,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,198,0.2,0.0136,2402.7,2024,19,8,5,2,109.1,2957.11,5.0,1,6.0,2.0,7.992305829868024
Individual,Matanao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 39-D (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,635,0.5,0.0139,56553.33,2022,16,8,0,0,0.0,12790.75,89.58,0,12.0,4.0,9.456555710858149
Individual,Matanao,Davao Del Sur,Davao Oriental,Cateel,Taytayan,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,124,0.2,0.0113,830.88,2022,13,8,4,2,71.5,990.21,5.0,1,3.0,1.0,6.898926419045316
Company,City of Tagum,Davao Del Norte,Davao De Oro,Montevista,Bankerohan Norte,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,287,0.4,0.0153,11855.41,2024,16,8,1,1,32.6,6420.3,68.7,0,3.0,1.0,8.767375868397064
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Wilfredo Aquino,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,77,0.2,0.0135,1953.65,2024,18,8,3,1,57.1,1273.78,31.56,1,6.0,2.0,7.150528893684624
Individual,Compostela,Davao De Oro,Davao De Oro,Pantukan,P. Fuentes,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,111,0.2,0.0118,1038.6,2021,15,8,2,1,53.0,627.33,42.24,0,9.0,3.0,6.443065506160142
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Talomo River,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,146,0.2,0.0139,2471.3,2022,12,8,4,2,79.8,2625.14,5.0,1,3.0,1.0,7.873270366465262
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bunawan (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,242,0.2,0.0141,5635.29,2023,5,6,1,1,32.0,2644.68,70.69,0,,,7.880683400097606
Company,City of Digos,Davao Del Sur,Davao Del Sur,Santa Cruz,Jose Rizal,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,1130,0.4,0.0143,23321.74,2021,13,8,4,2,81.2,27443.15,5.0,1,12.0,4.0,10.219908309471402
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,San Isidro (Licanan),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,574,0.5,0.0137,58764.5,2023,8,7,3,1,40.9,38357.98,36.18,1,3.0,1.0,10.554743938445727
Individual,City of Davao,Davao Del Sur,Davao Del Norte,Island Garden City of Samal,Toril,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4988,0.4,0.0119,28081.31,2023,16,8,3,0,30.3,13153.78,52.43,0,9.0,3.0,9.484540469655341
Individual,Governor Generoso,Davao Oriental,Davao De Oro,New Bataan,San Roque,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,863,0.5,0.0174,73712.16,2022,3,4,1,1,60.9,42272.74,28.33,1,12.0,4.0,10.651921368473406
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,Padada,"Don Sergio Osmeña, Sr.",Commercial,COM-01,Commercial Zone,Retail / Office,N/A,649,0.5,0.0163,85257.34,2021,10,8,3,1,58.1,58763.1,40.52,1,6.0,2.0,10.981286403211012
Company,City of Davao,Davao Del Sur,Davao De Oro,Maragusan,New Manay,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1202,0.4,0.0113,5145.08,2023,3,2,0,0,0.0,1216.51,87.57,0,6.0,2.0,7.104563068475375
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tambobong,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,149,0.2,0.0142,3591.93,2024,5,6,3,2,80.8,3689.83,5.0,1,12.0,4.0,8.21360664399043
Company,Carmen,Davao Del Norte,Davao Oriental,Cateel,Aliwagwag,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,873,0.5,0.0167,56971.41,2024,18,8,1,1,30.0,30089.8,77.45,0,12.0,4.0,10.311974756176614
Individual,City of Davao,Davao Del Sur,Davao Occidental,Malita,New Argao,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,219,0.2,0.0115,2025.06,2021,12,8,1,1,25.9,973.76,63.49,0,12.0,4.0,6.882191286850863
Company,City of Davao,Davao Del Sur,Davao Occidental,Sarangani,Camahual,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,148,0.2,0.0143,3126.86,2022,15,8,2,0,15.0,1098.74,75.5,0,9.0,3.0,7.002829067211811
Individual,San Isidro,Davao Oriental,Davao Del Sur,City of Davao,Tagakpan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,146,0.2,0.0142,3180.12,2022,17,8,2,1,54.6,2333.53,51.89,0,12.0,4.0,7.75556586504592
Individual,Kiblawan,Davao Del Sur,Davao Del Sur,City of Davao,Gov. Vicente Duterte,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,256,0.2,0.0104,1276.27,2022,16,8,3,1,79.8,797.84,9.2,1,12.0,4.0,6.683160675400613
Company,Santa Cruz,Davao Del Sur,Davao Del Sur,Malalag,Bagumbayan,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,255,0.4,0.016,11151.8,2021,14,8,3,1,62.3,7989.45,27.94,1,6.0,2.0,8.986002357574886
Individual,Maco,Davao De Oro,Davao Del Sur,City of Davao,Barangay 16-B (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,104,0.2,0.0113,2071.57,2023,16,8,1,1,34.7,1031.04,45.44,0,6.0,2.0,6.939292704980293
Individual,Governor Generoso,Davao Oriental,Davao Oriental,Cateel,Poblacion,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,413,0.2,0.0111,2473.26,2023,4,5,2,1,43.8,1505.73,47.25,1,3.0,1.0,7.317697018672935
Company,Hagonoy,Davao Del Sur,Davao Del Norte,Santo Tomas,  Talomo ,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 25C,99,0.25,0.0128,5471.29,2021,9,8,3,1,88.5,4450.2,11.82,1,12.0,4.0,8.400929001729123
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dacudao,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 12A,37,0.25,0.0153,1634.62,2024,4,5,3,1,76.5,1327.17,10.78,1,3.0,1.0,7.191557333891729
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 27-C (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,496,0.5,0.0156,83727.51,2022,6,7,4,2,88.1,86167.44,5.0,1,6.0,2.0,11.364059264321533
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bantol,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,128,0.2,0.0106,2605.42,2022,6,6,2,1,36.4,1345.01,39.52,0,9.0,3.0,7.20489993959758
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tagluno,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,824,0.2,0.0116,9605.78,2022,10,8,1,1,21.1,4299.59,74.86,0,3.0,1.0,8.366507501571643
Company,City of Davao,Davao Del Sur,Davao Del Sur,Matanao,Kabasagan,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,172,0.45,0.0148,17544.67,2021,14,8,3,1,84.6,13256.07,8.84,1,6.0,2.0,9.492286274014223
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Matanao,Buas,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,175,0.2,0.0117,1587.42,2023,6,6,2,1,52.4,794.96,50.35,0,3.0,1.0,6.679548933325465
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Biao Escuela,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,209,0.5,0.0157,25548.34,2022,19,8,4,1,75.7,20504.13,7.86,1,3.0,1.0,9.928430377723156
Individual,City of Davao,Davao Del Sur,Davao Oriental,Baganga,Baculin,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,72,0.2,0.0143,1573.29,2021,13,8,1,1,29.4,671.11,73.32,0,6.0,2.0,6.510422017603516
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Digos,  Igpit ,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2336,0.4,0.0122,23350.42,2021,10,8,2,1,29.7,11744.07,67.9,0,6.0,2.0,9.371188857058224
Company,City of Panabo,Davao Del Norte,Davao De Oro,Nabunturan,Anislagan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,111,0.2,0.0107,1828.48,2024,21,8,3,1,40.7,1173.07,46.56,0,6.0,2.0,7.068231623823476
Individual,City of Davao,Davao Del Sur,Davao Oriental,Caraga,Alvar,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 03A,86,0.25,0.0121,4290.52,2024,21,8,3,2,95.9,4069.0,5.0,1,9.0,3.0,8.311398278436641
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tigatto,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,88,0.2,0.0129,2235.69,2022,3,4,1,0,23.8,451.25,83.81,0,12.0,4.0,6.114235124275405
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,City of Digos,Mahayahay,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2557,0.4,0.0128,19124.22,2022,3,4,1,0,13.3,5246.74,80.74,0,,,8.565552786713718
Individual,Pantukan,Davao De Oro,Davao De Oro,Laak,Naga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,125,0.2,0.0145,2536.55,2024,17,8,1,1,39.7,1106.63,66.81,0,6.0,2.0,7.009977876520464
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Matina Crossing,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,79,0.2,0.0133,2108.56,2022,5,6,1,1,34.8,860.51,67.12,0,6.0,2.0,6.758686663561672
Company,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,Mayo,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,434,0.45,0.0162,46042.51,2022,7,7,1,1,28.6,27923.81,74.18,0,9.0,3.0,10.237270819975132
Individual,Lupon,Davao Oriental,Davao Del Sur,Matanao,New Katipunan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,214,0.2,0.0122,3398.66,2021,14,8,1,1,21.4,1983.17,69.59,0,12.0,4.0,7.592955969657898
Individual,San Isidro,Davao Oriental,Davao Del Sur,City of Davao,Kap. Tomas Monteverde Sr.,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,190,0.2,0.013,2320.87,2021,2,2,1,1,69.4,1373.36,26.52,1,9.0,3.0,7.225743447197625
Individual,City of Davao,Davao Del Sur,Davao De Oro,Nabunturan,Libasan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,159,0.2,0.0123,1619.17,2021,16,8,1,0,7.6,388.63,91.28,0,6.0,2.0,5.965197570857262
Individual,City of Davao,Davao Del Sur,Davao Oriental,Manay,New Taokanga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,76,0.2,0.0138,1622.94,2024,21,8,4,1,76.3,1278.69,13.97,1,6.0,2.0,7.1543731400815345
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 12-B (Pob.),Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,620,0.2,0.0127,6903.65,2021,2,3,2,1,45.4,4358.79,39.53,1,6.0,2.0,8.380179170045487
Company,Carmen,Davao Del Norte,Davao Oriental,Cateel,Aliwagwag,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,121,0.5,0.0142,16591.01,2023,16,8,5,1,61.1,14839.65,9.8,1,12.0,4.0,9.605125316301239
Individual,City of Davao,Davao Del Sur,Davao Occidental,Sarangani,Mabila (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,75,0.2,0.013,1125.51,2024,18,8,4,1,60.4,805.1,34.16,1,9.0,3.0,6.692207804289556
Individual,New Bataan,Davao De Oro,Davao Del Sur,City of Davao,Manambulan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,69,0.2,0.014,1700.09,2023,6,5,3,1,69.7,1057.16,25.2,1,12.0,4.0,6.964286829717792
Individual,Manay,Davao Oriental,Davao Del Sur,City of Davao,Matina Biao,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3718,0.4,0.0108,45727.2,2022,19,8,3,1,60.2,27608.04,33.49,1,6.0,2.0,10.225898534308843
